"Track";"Album Name";"Artist";"Release Date";"ISRC";"All Time Rank";"Track Score";"Spotify Streams";"Spotify Playlist Count";"Spotify Playlist Reach";"Spotify Popularity";"YouTube Views";"YouTube Likes";"TikTok Posts";"TikTok Likes";"TikTok Views";"YouTube Playlist Reach";"Apple Music Playlist Count";"AirPlay Spins";"SiriusXM Spins";"Deezer Playlist Count";"Deezer Playlist Reach";"Amazon Playlist Count";"Pandora Streams";"Pandora Track Stations";"Soundcloud Streams";"Shazam Counts";"Explicit Track"
"Overdrive (feat. Norma Jean Martine)";"Overdrive (feat. Norma Jean Martine)";"Ofenbach";"2023-10-06";"FR9W12347222";437;73.6;232417498;20983;96389865;80;59799293;367721;38115;38115;61820477;1975097262;60;191891;77;83;27260772;40;3871;26;0;3273690;0
"Chulo pt.2";"Chulopt2";"Bad Gyal";"2023-06-22";"USUM72305143";438;73.6;318567928;42351;29908589;69;313180496;1792729;263600;263600;797526303;511333068;43;16430;17;28;608263;45;2065718;1938;937320;857885;1
"All Girls Are The Same";"All Girls Are The Same";"Juice WRLD";"2018-04-13";"USUG11800651";439;73.5;1615353665;219797;40289611;76;130721152;1378012;329183;329183;294545167;32;37;610;31;25;136348;2;95930512;146577;229990892;3146346;1
"Push Up - Main Edit";"Push Up - Single";"Creeds";"2023-03-31";"DEE862300564";441;73.4;274229438;81319;88956153;77;22545691;353908;2001804;2001804;1182280724;0;31;7748;33;66;1432651;26;471372;925;2972813;986887;0
"Kings & Queens";"Kings & Queens";"Ava Max";"2020-03-12";"USAT21906943";440;73.4;955439608;130031;24897061;73;627987518;6208902;2483437;2483437;2036664297;2083362305;175;668145;1183;123;2128228;40;154195791;77421;0;8517243;0
"Adore You";"Adore You";"Harry Styles";"2019-12-06";"USSM11912588";442;73.2;1670164200;171120;93127826;78;721445001;8290855;381926;381926;805399161;1840306341;254;811625;408;131;1195898;59;137719148;80750;0;6307292;0
"HIGHEST IN THE ROOM";"HIGHEST IN THE ROOM";"Travis Scott";"2019-10-04";"USSM11904276";443;73.2;1625149693;304394;58905241;78;925241514;9308268;164816;164816;713021988;179905608;211;83260;192;67;491690;58;184172216;79322;0;4613459;1
"UNAVAILABLE (feat. Musa Keys)";"Timeless";"Davido";"2023-03-30";"GBARL2300322";444;73.2;155390490;51032;16505336;68;135400007;1021624;1871311;1871311;1043240094;42080992;99;40272;339;33;903393;60;4099754;1865;3549319;2290047;1
"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)";"Taki Taki";"DJ Snake";"2018-09-28";"USUG11802029";446;73.0;1570233605;37830;10568342;65;2147483647;21758603;0;0;40964161;706226678;215;30855;0;82;1470481;3;219869090;228956;0;8754118;1
"Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack]";"Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack]";"Jung Kook";"2022-11-20";"QZNMY2232113";448;73.0;419016792;24878;16888060;42;299024405;6706233;3400000;3400000;5766443841;130833442;13;15581;42;5;48194;16;1971463;929;0;1878044;0
"ADIVINO";"ADIVINO - Single";"Myke Towers";"2024-04-25";"USWL12401327";449;72.9;118631919;11425;115304111;84;6595595;105964;0;0;0;5565254;75;3903;11;39;3931309;37;1787057;310;0;407768;1
"THE BOX MEDLEY FUNK 2";"THE BOX MEDLEY FUNK 2";"THE BOX";"2024-04-18";"BKF5C2400003";450;72.8;51390127;3010;33303786;78;72074397;726118;0;0;0;0;18;0;0;31;9657358;22;0;0;0;174720;0
"Cruel Summer";"Lover";"Taylor Swift";"2019-08-23";"USUG11901472";451;72.8;2188247133;121479;201964859;88;342388433;2291619;3233521;3233521;4967025679;822448758;273;913464;1264;122;21554174;117;60954563;84157;2171676;3476323;0
"Unforgettable";"EPIC AF";"French Montana";"2017-01-01";"USSM11703478";454;72.6;2065697126;275044;91691537;82;2147483647;11604315;133949;133949;631867114;402513671;191;105138;267;114;739260;45;505767047;265307;0;0;1
"EASY";"EASY";"LE SSERAFIM";"2024-02-19";"USA2P2402101";455;72.4;141803939;7192;20908017;78;139498636;1771124;0;0;80625682;1978716840;20;2733;46;4;169894;18;306385;286;537003;190784;0
"Peso Pluma: Bzrp Music Sessions, Vol. 55";"Peso Pluma: Bzrp Music Sessions, Vol. 55 - Single";"Bizarrap";"2023-05-31";"UYB282301034";456;72.2;434019386;47202;14298402;70;350630590;4153653;0;0;0;1145717172;48;7265;122;7;79313;33;19034872;5506;0;647350;1
"Lose My Breath (Feat. Charlie Puth)";"Lose My Breath";"Stray Kids";"2024-05-10";"US5TA2400074";457;72.0;29994527;1665;25533535;57;39678645;1520092;38704;38704;5347400;35590514;12;1664;12;7;477416;45;277540;314;119216;69265;0
"Move";"Move - Single";"Adam Port";"2024-06-07";"DEEC33501508";459;71.9;5917083;1348;19711644;67;1541922;39879;21800;21800;53279473;0;45;12;3;14;669637;22;28895;16;0;196937;0
"F.N";"F.N";"Lil Tjay";"2019-08-09";"USSM11904899";461;71.7;731933924;186835;18420557;70;534384489;4951977;393517;393517;173278256;7568168;40;1919;51;12;37259;2;39513101;67866;139571395;1966253;1
"Say You Won't Let Go";"Say You Won't Let Go";"James Arthur";"2016-09-09";"DEE861600586";462;71.5;2830962669;233504;128647419;82;2083619058;11898213;1750319;1750319;792720612;1446089800;218;122867;68;114;616176;52;662857879;312119;0;5869;0
"Blank Space";"1989 (Deluxe)";"Taylor Swift";"2014-01-01";"USCJY1431309";463;71.5;1829733410;157465;49558504;76;2147483647;16916871;104685;104685;346032878;1811140554;154;41483;123;107;566690;28;730704780;855164;749243;12259073;0
"Girls Like You";"Red Pill Blues (Deluxe)";"Maroon 5";"2017-11-03";"USUM71710831";464;71.4;399689964;43481;8855966;63;2147483647;21725999;597;597;6559308;2200700275;8;37551;0;6;167434;6;95808186;28398;1318952;5910625;1
"HUMBLE.";"HUMBLE.";"Kendrick Lamar";"2017-03-31";"USUM71703085";466;71.4;2226869580;311766;77191099;80;1281355260;11551257;1180701;1180701;769720113;209307607;357;84979;692;111;657065;94;562540114;476433;0;7692756;1
"Forget Me";"Forget Me";"Lewis Capaldi";"2022-09-09";"DEUM72204717";465;71.4;343556188;53783;14916823;69;78559130;611379;30806;30806;268283723;350881548;76;641638;220;25;1291476;39;36438448;3704;0;3723951;0
"Scared To Start";"Scared To Start";"Michael Marcagi";"2024-01-12";"USWB12400001";469;71.2;284119669;23417;101687677;84;14777855;145459;0;0;18832300;290887958;71;33810;327;59;8912821;67;25145649;3122;1957942;857426;0
"Super Freaky Girl";"Super Freaky Girl";"Nicki Minaj";"2022-08-12";"USUM72215262";468;71.2;549382975;88241;44497733;64;128432797;2507944;777200;777200;5107877505;1132042114;93;331869;3028;32;1112754;82;47944657;27729;0;2630957;1
"Miracle (with Ellie Goulding)";"Miracle (with Ellie Goulding)";"Calvin Harris";"2023-03-10";"GBARL2300300";470;71.1;425999315;91229;100955340;74;81238584;760116;144223;144223;342295893;741916635;183;21709;40;132;4296671;79;0;0;12510698;4349283;0
"Somebody That I Used To Know";"Making Mirrors (Deluxe)";"Gotye";"2011-01-01";"AUZS21100040";471;71.0;1752826514;352833;87651528;74;2147483647;22532779;312945;312945;4679645090;490308209;202;301048;474;115;967797;71;878651542;1581901;15266983;37339828;0
"We Don't Talk Anymore (feat. Selena Gomez)";"Nine Track Mind";"Charlie Puth";"2015-11-05";"USAT21502909";474;70.6;1859886400;161156;90365431;78;2147483647;23086917;75102;75102;265917250;2123773688;2;82648;52;110;964719;32;174287836;153399;0;0;0
"Oh No";"Cold As Ice";"Kreepa";"2019-12-13";"USUYG1287925";473;70.6;40284121;14548;3212878;41;17978707;466425;18821381;18821381;61088562861;994245;15;113;333;12;240117;4;384569;3503;0;31859;1
"Pop Out (feat. Lil Tjay)";"Pop Out (feat. Lil TJay)";"Polo G";"2019-02-07";"USQX91900309";472;70.6;858059276;181654;27803039;70;464768581;3626173;732132;732132;417831392;25717036;46;31276;73;16;326481;15;102388116;214657;144090448;2592470;1
"7 Years";"Lukas Graham (Blue Album)";"Lukas Graham";"2015-06-16";"USWB11506516";475;70.5;1916203330;218955;70223741;78;2147483647;17104498;1080789;1080789;877998186;1859362069;176;119470;79;62;247841;29;608909370;838417;43283341;0;0
"Something in the Orange";"Something in the Orange";"Zach Bryan";"2022-04-22";"USWB12201213";478;70.4;891578597;134151;56220971;82;121756122;612540;428919;428919;536850823;545454569;78;8;86;37;4894376;69;94783587;127557;13539327;1548284;0
"AMARGURA";"MAï¿½ï¿½ANA SERï¿½ï¿";"KAROL G";"2023-02-24";"USUM72222552";477;70.4;629102459;31206;51913972;81;317295184;924600;969500;969500;404330162;814335857;45;46179;387;30;3549738;23;38480759;8821;0;1252595;1
"Happy - From ""Despicable Me 2""""""";"538 Hitzone Best Of 2013";"Pharrell Williams";"2013-01-01";"USQ4E1300686";476;70.4;1379786786;204118;68556599;75;1307002701;8641116;3028049;3028049;2112220730;1231886563;453;304081;0;293;1837708;117;623561936;2990195;0;19268856;0
"Bailando Bachata";"Bailando Bachata - Single";"Chayanne";"2023-05-25";"USSD12201328";479;70.2;136724343;15391;18104979;72;252644706;1115099;1500000;1500000;525208493;1343661668;18;39119;4;25;1739239;25;15483578;5649;0;1152569;0
"Treat You Better";"Treat You Better";"Shawn Mendes";"2016-06-03";"USUM71604711";481;70.2;2164074552;183260;79238401;80;2147483647;14538731;656214;656214;218876789;1763875267;110;229473;361;370;421827;25;406331285;165727;0;9988881;0
"Feliz Cumpleaï¿½ï¿½os Fe";"Feliz Cumpleaï¿½ï¿½os Fe";"Feid";"2022-08-19";"USUM72215366";483;70.1;944833760;84300;40737356;78;442672273;1382190;712759;712759;1137735925;656176233;58;35382;847;29;4232864;38;5607959;2694;0;1105660;0
"Let Her Go";"Let Her Go";"Passenger";"2012-07-27";"GBMQN1200012";484;70.1;2252713547;84884;25149126;69;2147483647;18261574;822;822;198665893;1802593895;153;128380;0;12;16047;14;992473803;965474;57076563;0;0
"Fall Back";"Fall Back / Selfish Game - Single";"Lithe";"2024-03-21";"AUMEV2435468";485;70.1;78227549;10811;34967691;81;18048583;346316;1827;1827;5400000;10740206;59;604;0;7;10139201;36;350778;1442;2612424;1712744;0
"Stressed Out";"Stressed Out";"Twenty One Pilots";"2015-04-28";"USAT21500597";482;70.1;2313532702;333612;85684817;79;2147483647;22573742;440911;440911;664725202;508271083;10;257332;288;93;590706;50;0;0;0;0;0
"Astronaut In The Ocean";"Astronaut In The Ocean (International Remixes)";"Masked Wolf";"2019-01-01";"USAT22100017";486;70.0;1251675613;233472;41467312;67;1001433936;13378087;149047;149047;338873585;559326384;245;263773;1544;65;1861112;35;317474727;297850;0;14636399;1
"All of Me";"Love In The Future (South Africa Tour Edition)";"John Legend";"2012-01-01";"USSM11303954";487;69.8;2382407025;259202;144805002;80;2147483647;17820289;536497;536497;643209321;1769031393;295;225220;341;229;2030488;107;1043817740;1278265;0;28058207;0
"2055";"2055";"Sleepy Hallow";"2021-04-14";"USRC12100442";488;69.7;811700245;195603;31185690;77;168936854;1450642;321061;321061;752325431;214637799;39;5018;232;18;217873;8;7644784;21061;66695368;925014;1
"Bandit";"Bandit - Single";"Don Toliver";"2024-02-01";"USAT22400561";490;69.6;152597421;19834;64067368;12;6556571;181948;0;0;98100600;578162886;27;40104;1312;17;1282315;37;2807438;1824;5005977;397211;1
"Redbone";"Redbone";"Childish Gambino";"2016-11-17";"USYAH1600107";489;69.6;1615152539;377159;51251842;76;887924965;7755679;111904;111904;430258743;5477326;271;52893;137;69;241966;86;283815218;303599;87687804;12370090;1
"Yimmy Yimmy";"Yimmy Yimmy (feat. Jacqueline Fernandez) - Single";"Tayc";"2024-03-08";"USA2P2410436";491;69.5;28543791;1305;5420569;74;148165738;1392549;0;0;37252006;44349246;6;0;0;3;452659;10;4285;8;0;291383;0
"We Don't Talk About Bruno";"Encanto (Original Motion Picture Soundtrack)";"Carolina Gaitï¿½ï¿½n - La G";"2021-11-19";"USWD12112915";493;69.4;502781351;57858;20151204;68;749366767;5566798;601478;601478;3341780836;65811641;88;22082;0;8;183506;34;66651535;277556;5144020;828770;0
"You Proof";"You Proof";"Morgan Wallen";"2022-05-13";"USUG12203266";494;69.3;644437397;64367;18795673;79;141964689;814824;128357;128357;327463451;437506457;49;340292;301;7;100845;29;272571584;45356;6380974;899954;0
"Enemy (with JID) - from the series Arcane League of Legends";"Mercury - Act 1";"Imagine Dragons";"2021-09-03";"USUM72119916";495;69.2;1502382072;240419;57503380;75;0;0;913200;913200;4053240923;0;118;137391;0;55;2576050;65;36985295;73848;0;0;0
"Break My Heart";"Break My Heart";"Dua Lipa";"2020-03-25";"GBAHT1901303";496;69.2;1198689895;130486;49149923;71;761387435;6874611;975132;975132;1509626629;2047745592;203;586919;348;301;405292;37;190687007;33201;0;6690156;0
"Shut Down";"BORN PINK";"BLACKPINK";"2022-09-16";"KRA402200020";497;69.0;654818451;39852;17682503;67;633781726;11421404;844032;844032;3365539262;383386318;34;18744;201;15;202016;29;2834793;6453;0;909449;0
"Regalo De Dios";"PRESENTE";"Juliï¿½ï¿½n ï¿½ï¿½lvarez y su Norteï";"2023-11-17";"QZ7HP2300092";498;68.9;205050873;6236;32107085;81;242715015;1024215;0;0;20904;1291400606;7;2838;0;8;2174143;8;7709559;5232;0;750457;0
"Never Let Go";"Never Let Go - Single";"Jung Kook";"2024-06-07";"USA2P2431076";499;68.9;26891849;722;63940453;81;5611228;686901;0;0;0;0;57;279;0;25;2485160;49;483333;20;0;32683;0
"MIA (feat. Drake)";"MIA (feat. Drake)";"Bad Bunny";"2018-10-11";"USWB11802236";503;68.7;1318254846;159832;44868247;71;1572511545;8633372;535956;535956;244589825;518407208;163;104438;100;94;1189554;66;219127089;82409;36852822;6952792;0
"Toosie Slide";"Toosie Slide";"Drake";"2020-04-03";"USUG12001281";505;68.7;1059262917;200623;36388485;64;507137305;5604031;3039186;3039186;3734881670;352518335;146;185567;31;79;1163129;30;122896641;156657;0;5308249;1
"MIENTRAS ME CURO DEL CORA";"MAï¿½ï¿½ANA SERï¿½ï¿";"KAROL G";"2023-02-24";"USUM72300862";506;68.7;426341106;29511;24418991;76;304538874;2238586;1577292;1577292;871654140;172894442;22;31573;131;18;2850884;57;18389679;4957;0;587533;0
"Down Bad";"THE TORTURED POETS DEPARTMENT";"Taylor Swift";"2024-04-18";"USUG12401031";504;68.7;210385853;5179;38317286;80;18713330;225439;46800;46800;65541536;934654;92;3721;0;6;2177148;80;6242005;4341;166934;84774;1
"Ballin' (with Roddy Ricch)";"Perfect Ten";"Mustard";"2019-06-28";"USUM71911808";502;68.7;907346612;200091;36757073;69;372311322;3400085;145147;145147;245290801;39893642;91;644;34;15;102131;7;161252380;131927;124054000;5562800;1
"Ain't No Love In Oklahoma (From Twisters: The Album)";"Ain't No Love In Oklahoma (From Twisters: The Album)";"Luke Combs";"2024-05-16";"USAT22402805";507;68.5;33661899;3565;32881291;79;3729783;62696;0;0;1441200;180045931;8;14021;1;5;6338;47;5036410;1867;262244;109089;0
"Vegas (From the Original Motion Picture Soundtrack ELVIS)";"Vegas (From the Original Motion Picture Soundtrack ELVIS)";"Doja Cat";"2022-05-06";"USRC12201441";509;68.2;553783547;83450;40562156;68;238368386;2671201;481825;481825;2994040421;62996039;57;355757;1832;25;274193;51;80033346;22268;0;3470453;1
"El Merengue";"El Merengue - Single";"Marshmello";"2023-03-03";"USSD12300040";510;68.2;528420867;59791;80570021;75;211317309;842146;252314;252314;451806178;317407332;84;103743;117;70;3574930;97;13770084;2950;0;3007373;0
"Made For Me";"Made For Me";"Muni Long";"2023-09-15";"USUG12307428";513;68.1;142945230;13253;40716529;76;66893881;833116;887;887;17122064;714859998;59;181747;401;41;9215342;50;32652221;30096;0;2466891;0
"TELEKINESIS";"UTOPIA";"Travis Scott";"2023-07-28";"USSM12305019";512;68.1;313693195;92838;14575457;75;31625039;372407;7369;7369;32670713;1382;17;232;0;8;61212;10;655691;3601;0;809119;1
"Daqui pra Sempre";"Daqui pra Sempre";"Manu";"2023-09-22";"QZTPX2351515";514;68.0;181784966;12794;30495153;76;340975288;1553160;0;0;179;1293752603;17;3290;0;42;8789193;19;0;0;0;329363;0
"thank u, next";"thank u, next";"Ariana Grande";"2018-11-03";"USUM71819361";515;68.0;1878196824;134913;54753824;73;1479999649;20977857;1542901;1542901;982464070;919652612;238;190014;400;371;885834;87;263689593;359639;0;26082;1
"One Dance";"One Dance (feat. Wizkid & Kyla) - Single";"Drake";"2016-04-04";"USCM51600028";518;67.9;3192204066;379853;131832723;82;456806913;5068762;2381341;2381341;388544079;6670180;550;184311;932;165;1383884;97;714508129;601041;0;21316589;0
"ily (i love you baby) (feat. Emilee)";"ily (feat. Emilee)";"Surf Mesa";"2019-11-26";"QZJRC1945204";517;67.9;912461674;160875;50549340;70;200055211;2666083;7407429;7407429;3076620938;19649172;210;270224;389;124;834608;50;135049021;49762;62715;8738165;0
"Hope";"?";"XXXTENTACION";"2018-03-16";"USUG11800447";519;67.8;1442703001;201082;35338608;78;460915912;7439249;699601;699601;325870631;1874799;15;4;4;5;2958;6;72855904;120369;173136245;4703306;1
"TRUSTFALL";"TRUSTFALL";"P!nk";"2023-01-27";"USRC12204190";520;67.6;255898884;35610;35412821;65;95799266;746279;63475;63475;112935118;391385059;80;420110;74;38;2641584;73;43499109;6473;0;3282634;0
"Intentions (feat. Quavo)";"Intentions";"Justin Bieber";"2020-02-07";"USUM72001302";521;67.5;1177960398;124387;38596274;69;1048571287;8326026;532220;532220;517889307;2283133309;250;368080;147;82;1109498;33;188459753;85534;0;4952770;0
"PRC";"PRC";"Peso Pluma";"2023-01-24";"QM4TW2315684";522;67.4;668103212;52040;23580184;69;417352534;2399654;0;0;1213;143646060;52;834;3;4;1056738;8;50081670;10114;0;889406;1
"Lemonade";"Lemonade";"Internet Money";"2020-08-14";"QZJ842000368";523;67.3;1320495311;280937;43396860;12;446997037;4911417;1028504;1028504;1355578291;232205977;191;1353;147;67;1457645;3;100566058;32236;0;4854882;1
"WITHOUT YOU";"F*CK LOVE (SAVAGE)";"The Kid LAROI";"2020-11-06";"USSM12006586";524;67.0;927908363;192182;29317288;69;201781716;2768029;1806340;1806340;2189403368;106102604;179;534728;803;41;391181;22;78876080;52624;0;0;1
"LET GO";"LET GO";"Central Cee";"2022-12-15";"US39N2203950";526;66.9;415699405;131562;25729246;70;120716253;1505981;71800;71800;459919455;39958162;37;59291;271;24;581393;41;3691271;1120;0;1781022;1
"Savage (feat. Beyoncï¿½ï¿½) - R";"Savage (feat. Beyoncï¿½ï¿½) [Re";"Megan Thee Stallion";"2020-04-29";"QMCE32000145";528;66.8;428986855;49403;19102863;57;179237329;1934526;11268723;11268723;7823796917;15380362;151;162045;82;60;136408;8;86651635;74696;0;2104217;1
"No Idea";"No Idea";"Don Toliver";"2019-05-29";"USAT21903300";529;66.8;922761340;176497;26466335;74;469284408;5223780;5114497;5114497;5254571599;110233854;99;6060;48;42;178187;3;6865074;48657;64436371;4594225;0
"Love Yourself";"Love Yourself";"Justin Bieber";"2015-11-09";"USUM71516761";530;66.8;2423583406;221550;85152861;78;2147483647;11828484;412296;412296;546197873;1521238263;287;216976;210;114;644719;68;579271026;399649;0;16182850;0
"Tï¿½ï¿½";"Dolido Pero No Arrepentido - EP";"Fuerza Regida";"2024-02-09";"QZ9QQ2400125";531;66.7;188154454;6068;47264152;82;124152999;632963;0;0;27500000;528622354;32;18;0;13;1810337;6;6288446;4696;0;445052;0
"Work from Home (feat. Ty Dolla $ign)";"Pop Party";"Fifth Harmony";"2016-01-01";"USSM11600251";535;66.4;1429277695;126593;41728493;71;2147483647;12986504;1577534;1577534;1155210017;1722808916;206;60579;227;93;463563;18;522618482;298209;0;10883810;0
"Bam Bam (feat. Ed Sheeran)";"#NAME?";"Camila Cabello";"2021-10-29";"USSM12200047";539;66.2;907821800;106835;71070491;68;242506280;2540594;165069;165069;702113761;4973499360;152;478141;1115;98;2702560;79;47200073;18000;0;7126240;0
"The Motto";"The Motto";"Tiï¿½ï¿";"2021-11-04";"CYA112001070";540;66.2;818199643;147373;98477761;70;300558745;1923570;121422;121422;591641859;2987052499;223;219365;1085;129;3090312;73;99191606;14575;0;4987597;0
"Single Soon";"Single Soon";"Selena Gomez";"2023-08-25";"USUM72310919";538;66.2;205555865;18831;38391532;70;62487981;1546366;68600;68600;237154932;1218609754;71;240483;504;42;8773245;71;25564674;4700;0;1178404;0
"Falling Down - Bonus Track";"Falling Down";"Lil Peep";"2018-09-19";"USQX91802294";541;66.1;1156060152;189320;31366549;76;402381959;5703867;71568;71568;153710600;15276414;31;13034;0;13;184670;15;76107776;61292;163972594;3142956;1
"Sin Pijama";"Sin Pijama";"Becky G";"2018-04-20";"USSD11800157";542;65.9;785389574;70607;24678614;61;2147483647;10176631;4050216;4050216;989856037;363969139;86;17546;113;46;189420;54;90287323;55796;0;4130954;0
"Wasted On You";"Dangerous: The Double Album";"Morgan Wallen";"2021-01-08";"USUG12004194";545;65.7;717226454;73851;11500647;79;404363419;2296639;55649;55649;86145458;350781335;41;391795;273;3;5348;7;431750490;127122;14272948;2061209;0
"BREAK MY SOUL";"BREAK MY SOUL";"Beyoncï¿";"2022-06-21";"USSM12206234";544;65.7;443564590;80121;43604917;64;122345818;1753026;247082;247082;1231848412;4088928383;210;436049;1089;73;1986611;115;24808925;23163;4766826;2682867;0
"Murder In My Mind";"Murder In My Mind";"Kordhell";"2022-01-21";"QM4TW2218315";547;65.6;668285368;120095;62454609;74;135561359;1695128;1103489;1103489;2877613437;0;21;508;338;7;127461;10;5328696;7896;38200577;2597736;1
"Unstoppable";"Unstoppable";"Sia";"2016-01-21";"USRC11502934";548;65.5;1285237951;166761;75244498;76;1383536938;11277243;7657876;7657876;14808888629;2811155497;124;654509;549;86;1468966;52;92645908;86880;0;15422384;0
"traitor";"SOUR";"Olivia Rodrigo";"2021-05-21";"USUG12101243";550;65.5;1564979439;150597;73290053;80;500794182;7451635;453412;453412;2639611818;2578474407;147;93825;182;29;150235;25;64240084;79459;0;3156314;0
"goosebumps";"Birds In The Trap Sing McKnight";"Travis Scott";"2016-09-16";"USSM11607555";549;65.5;2396737761;381756;90317118;82;1334796210;12947143;1025273;1025273;1545294272;202525787;210;38443;51;82;2173347;30;350431346;278196;0;8025643;1
"Quï¿½ï¿½ Mï¿½ï¿";"Quï¿½ï¿½ Mï¿½ï¿";"J Balvin";"2021-05-28";"QZM5U2100064";552;65.3;811810737;117049;31186381;67;874107993;4127669;914703;914703;1748578220;176466990;108;43750;105;34;1198593;72;23369752;4765;0;1744699;0
"Hrs and Hrs";"Public Displays of Affection";"Muni Long";"2021-11-19";"QZAKB2136210";551;65.3;241632869;58384;11312967;67;179211319;1646854;2843662;2843662;3549690741;106620435;38;211697;550;7;462675;36;147650715;84029;12316319;2325531;1
"Boy With Luv (feat. Halsey)";"MAP OF THE SOUL : PERSONA";"BTS";"2019-04-12";"QM6MZ1917908";553;65.0;1165842896;62333;28686399;70;2104797932;35291841;1944635;1944635;2199922028;161956996;111;26812;62;31;612134;26;18793416;29530;0;3328531;0
"Angel Baby";"Angel Baby";"Troye Sivan";"2021-09-09";"AUUM72100371";554;64.9;533416336;51383;15263459;68;293168763;2744278;6384142;6384142;4418855338;1548038923;49;31921;23;15;12354;25;1140347;2750;0;1409744;0
"Way 2 Sexy (with Future & Young Thug)";"Certified Lover Boy";"Drake";"2021-09-03";"USUG12104403";555;64.7;559759920;159492;30567448;67;190901062;2026532;763500;763500;2410691959;190621640;102;3271;750;27;359622;45;72871746;170628;21747449;2092908;1
"SORRY 4 THAT MUCH";"SORRY 4 THAT MUCH";"Feid";"2024-06-07";"USUM72406641";557;64.5;8757910;1184;87529320;71;3466744;141011;9478;9478;25443365;973900;51;220;0;21;3488226;31;126541;36;18913;57091;1
"I WANNA BE YOUR SLAVE";"Teatro d'ira - Vol. I";"Mï¿½ï¿½ne";"2021-03-19";"ITB002100115";558;64.4;1053626902;240281;35343056;77;286243073;5394802;415619;415619;1755214047;275474626;117;53353;185;50;1407171;44;18935940;25775;0;6698043;1
"PUFFIN ON ZOOTIEZ";"I NEVER LIKED YOU";"Future";"2022-04-29";"USSM12203787";560;64.3;395167576;135307;21175776;71;117364602;803990;31391;31391;66661123;325170705;31;1129;135;6;83735;4;14036841;8254;36310823;1076988;1
"3D (feat. Jack Harlow)";"3D (feat. Jack Harlow)";"Jung Kook";"2023-09-29";"USA2P2346470";559;64.3;573249007;27154;33077841;74;166687005;4539515;30142;30142;66859275;1859365360;19;0;25;30;1569004;49;2506963;1609;0;1379108;1
"XO Tour Llif3";"XO TOUR Llif3";"Lil Uzi Vert";"2017-03-24";"USAT21700684";562;64.2;2123458039;59071;11326598;24;243662429;2597999;12978;12978;17150790;1106864;210;37617;0;21;230295;20;373744739;241816;264706631;5943217;1
"Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By";"Lift Me Up (From Black Panther: Wakanda Forever - Music From and Inspired By)";"Rihanna";"2022-10-28";"QMJMT2204481";563;64.2;378282960;66018;36625617;65;44883383;477531;676437;676437;1367774822;0;109;244607;4;56;951077;79;70799533;27709;0;5877217;0
"Desire (with Sam Smith)";"Desire (with Sam Smith)";"Calvin Harris";"2023-07-28";"GBARL2300798";561;64.2;226519256;43558;87204848;75;51312470;504978;1946;1946;2439093;524372800;89;133567;35;98;1777050;31;3204383;408;4424240;2178835;0
"Cold Heart - PNAU Remix";"Diamonds (Deluxe)";"Elton John";"2017-11-10";"GBUM72104705";565;64.0;2011121774;314601;173805568;77;545470329;2971579;472726;472726;943751388;4809912436;441;657334;0;302;15295344;147;219173521;71766;0;18802954;0
"Con Altura";"Con Altura";"ROSALï¿½";"2019-03-28";"USSM11900950";566;63.9;770653954;81459;36880651;66;2147483647;10488884;216000;216000;353024939;485556969;194;27554;431;81;940235;66;42954487;21247;0;2990649;0
"ýýýýýý (HEYA)";"IVE SWITCH";"IVE";"2024-04-29";"QM4TX2478220";568;63.8;32189908;1646;17870918;60;56484359;869830;0;0;19697730;0;26;642;0;8;159862;20;52017;28;80824;58570;0
"LA CANCIï¿½";"OASIS";"J Balvin";"2019-06-28";"USUM71911618";570;63.8;1706325903;149957;78600154;79;1527773578;6954777;51934;51934;143346183;334064909;157;19418;24;118;3592823;39;150953996;62582;0;3149000;0
"In My Mind";"In My Mind";"Dynoro";"2017-11-15";"QZ22B1859046";567;63.8;1432473324;235239;70280564;74;1652679786;14105895;973173;973173;481312317;476314802;182;112709;0;146;2190340;42;138789970;54653;0;17057505;0
"Chandelier";"Todo Exitos 2014 (Los Nï¿½ï¿½mero 1 Del A";"Sia";"2014-01-01";"USRC11400498";569;63.8;1729264620;171065;77207881;75;2147483647;17150946;369612;369612;1176707701;1774014030;216;244316;257;151;1369282;70;409374508;528134;0;19192527;0
"Eastside (with Halsey & Khalid)";"Eastside (with Halsey & Khalid)";"benny blanco";"2018-07-12";"USUM71809132";571;63.7;1736530084;174867;50426363;73;885823017;4489619;133341;133341;116720227;698890380;173;315236;198;51;518961;51;438743234;136245;32640916;8681998;0
"Godzilla (feat. Juice WRLD)";"Music To Be Murdered By";"Eminem";"2020-01-17";"USUM72000788";572;63.7;1456635235;241715;56568076;78;657464189;10293443;162256;162256;310162794;280494505;76;1087;110;61;502301;26;151276536;248709;0;3056826;1
"All About That Bass";"Los Nï¿½ï¿½meros 1 De 40 (El Disco De Los ï¿½ï";"Meghan Trainor";"2014-01-01";"USSM11401317";573;63.6;815661095;92401;43164406;70;2147483647;10672692;423870;423870;620379145;649286436;130;45010;399;93;464181;43;514035113;1813173;0;16984011;1
